"Title","Price","Image URL","URL","Time"
"Mike the Frog Shirt, Orange","$25",,"https://calm-spire-44416.herokuapp.com/shirt.php?id=105","December 31st 2017, 8:51 am"
"Logo Shirt, Teal","$20",,"https://calm-spire-44416.herokuapp.com/shirt.php?id=105","December 31st 2017, 8:51 am"
"Logo Shirt, Gray","$20",,"https://calm-spire-44416.herokuapp.com/shirt.php?id=105","December 31st 2017, 8:51 am"
"Mike the Frog Shirt, Yellow","$25",,"https://calm-spire-44416.herokuapp.com/shirt.php?id=105","December 31st 2017, 8:51 am"
"Mike the Frog Shirt, Yellow","$25",,"https://calm-spire-44416.herokuapp.com/shirt.php?id=105","December 31st 2017, 8:51 am"
